Datetime,5MIN WIND,HOURLY WIND,STWPF FORECAST 2012-10-12 12:00,STWPF FORECAST 2012-10-13 12:00
2012-10-13 00:00:00-05:00,7722.5100000000002,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:05:00-05:00,7676.7799999999997,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:10:00-05:00,7682.0900000000001,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:15:00-05:00,7715.6700000000001,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:20:00-05:00,7718.3900000000003,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:25:00-05:00,7714.5500000000002,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:30:00-05:00,7672.0200000000004,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:35:00-05:00,7627.8999999999996,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:40:00-05:00,7566.5200000000004,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:45:00-05:00,7636.5799999999999,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:50:00-05:00,7718.25,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 00:55:00-05:00,7711.6499999999996,7678.7600000000002,7926.1000000000004,8082.1000000000004
2012-10-13 01:00:00-05:00,7689.3000000000002,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:05:00-05:00,7658.8500000000004,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:10:00-05:00,7673.2700000000004,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:15:00-05:00,7667.0500000000002,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:20:00-05:00,7676.6199999999999,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:25:00-05:00,7677.1499999999996,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:30:00-05:00,7661.8500000000004,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:35:00-05:00,7680.0,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:40:00-05:00,7658.7200000000003,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:45:00-05:00,7665.7600000000002,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:50:00-05:00,7648.8800000000001,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 01:55:00-05:00,7635.8999999999996,7660.0100000000002,7933.6000000000004,8027.1000000000004
2012-10-13 02:00:00-05:00,7597.1700000000001,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:05:00-05:00,7596.6599999999999,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:10:00-05:00,7601.8400000000001,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:15:00-05:00,7670.6800000000003,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:20:00-05:00,7665.0100000000002,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:25:00-05:00,7669.0699999999997,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:30:00-05:00,7720.4899999999998,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:35:00-05:00,7718.7600000000002,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:40:00-05:00,7660.71,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:45:00-05:00,7640.1499999999996,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:50:00-05:00,7652.6899999999996,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 02:55:00-05:00,7626.1899999999996,7659.0699999999997,7924.8000000000002,8073.5
2012-10-13 03:00:00-05:00,7672.9399999999996,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:05:00-05:00,7750.6499999999996,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:10:00-05:00,7731.5699999999997,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:15:00-05:00,7694.5799999999999,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:20:00-05:00,7596.7600000000002,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:25:00-05:00,7576.8299999999999,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:30:00-05:00,7529.8199999999997,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:35:00-05:00,7448.3599999999997,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:40:00-05:00,7406.2399999999998,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:45:00-05:00,7384.6300000000001,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:50:00-05:00,7313.96,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 03:55:00-05:00,7302.0200000000004,7502.6000000000004,7840.6000000000004,8117.5
2012-10-13 04:00:00-05:00,7272.3299999999999,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:05:00-05:00,7246.0200000000004,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:10:00-05:00,7212.7399999999998,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:15:00-05:00,7200.5,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:20:00-05:00,7125.9099999999999,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:25:00-05:00,7153.4799999999996,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:30:00-05:00,7118.5799999999999,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:35:00-05:00,7092.7600000000002,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:40:00-05:00,7048.8599999999997,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:45:00-05:00,7026.8299999999999,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:50:00-05:00,7064.7600000000002,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 04:55:00-05:00,7045.3100000000004,7107.1400000000003,7702.6000000000004,7977.1000000000004
2012-10-13 05:00:00-05:00,6934.6899999999996,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:05:00-05:00,6866.3299999999999,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:10:00-05:00,6781.0900000000001,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:15:00-05:00,6740.0900000000001,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:20:00-05:00,6762.2299999999996,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:25:00-05:00,6750.1099999999997,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:30:00-05:00,6809.9499999999998,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:35:00-05:00,6866.1599999999999,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:40:00-05:00,6884.5799999999999,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:45:00-05:00,6884.4799999999996,6836.1700000000001,7608.1999999999998,7300.6000000000004
2012-10-13 05:50:00-05:00,6906.0200000000004,6836.1700000000001,7608.1999999999998,7300.6000000000004
