Datetime,5MIN WIND,HOURLY WIND,STWPF FORECAST 2012-10-11 12:00,STWPF FORECAST 2012-10-12 12:00
2012-10-12 00:00:00-05:00,6071.21,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:05:00-05:00,6059.3100000000004,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:10:00-05:00,6037.9899999999998,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:15:00-05:00,6021.6899999999996,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:20:00-05:00,6014.9700000000003,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:25:00-05:00,6045.9399999999996,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:30:00-05:00,6053.5100000000002,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:35:00-05:00,6006.8100000000004,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:40:00-05:00,6090.8400000000001,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:45:00-05:00,6116.3999999999996,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:50:00-05:00,6102.25,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 00:55:00-05:00,6070.3800000000001,6056.8999999999996,6181.6000000000004,6159.6999999999998
2012-10-12 01:00:00-05:00,6055.54,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:05:00-05:00,6027.4200000000001,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:10:00-05:00,6028.3699999999999,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:15:00-05:00,6039.4300000000003,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:20:00-05:00,6026.7299999999996,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:25:00-05:00,5983.2799999999997,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:30:00-05:00,5999.25,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:35:00-05:00,5944.3900000000003,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:40:00-05:00,5866.9399999999996,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:45:00-05:00,5838.5200000000004,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:50:00-05:00,5783.1099999999997,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 01:55:00-05:00,5728.0200000000004,5913.6300000000001,6194.3000000000002,6150.6999999999998
2012-10-12 02:00:00-05:00,5682.9700000000003,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:05:00-05:00,5661.1899999999996,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:10:00-05:00,5641.1199999999999,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:15:00-05:00,5615.1499999999996,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:20:00-05:00,5594.2299999999996,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:25:00-05:00,5562.8400000000001,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:30:00-05:00,5494.4399999999996,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:35:00-05:00,5453.7700000000004,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:40:00-05:00,5443.8999999999996,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:45:00-05:00,5423.1899999999996,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:50:00-05:00,5418.4899999999998,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 02:55:00-05:00,5434.6800000000003,5511.6700000000001,6233.1999999999998,6057.8000000000002
2012-10-12 03:00:00-05:00,5387.3299999999999,5371.21,6439.5,5581.3999999999996
2012-10-12 03:05:00-05:00,5370.7600000000002,5371.21,6439.5,5581.3999999999996
2012-10-12 03:10:00-05:00,5388.8800000000001,5371.21,6439.5,5581.3999999999996
2012-10-12 03:15:00-05:00,5392.5699999999997,5371.21,6439.5,5581.3999999999996
2012-10-12 03:20:00-05:00,5391.79,5371.21,6439.5,5581.3999999999996
2012-10-12 03:25:00-05:00,5391.3699999999999,5371.21,6439.5,5581.3999999999996
2012-10-12 03:30:00-05:00,5392.9099999999999,5371.21,6439.5,5581.3999999999996
2012-10-12 03:35:00-05:00,5401.0299999999997,5371.21,6439.5,5581.3999999999996
2012-10-12 03:40:00-05:00,5393.71,5371.21,6439.5,5581.3999999999996
2012-10-12 03:45:00-05:00,5386.6599999999999,5371.21,6439.5,5581.3999999999996
2012-10-12 03:50:00-05:00,5326.9099999999999,5371.21,6439.5,5581.3999999999996
2012-10-12 03:55:00-05:00,5297.6800000000003,5371.21,6439.5,5581.3999999999996
2012-10-12 04:00:00-05:00,5308.9099999999999,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:05:00-05:00,5196.9700000000003,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:10:00-05:00,5118.8500000000004,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:15:00-05:00,5087.0200000000004,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:20:00-05:00,5051.6999999999998,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:25:00-05:00,5008.8199999999997,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:30:00-05:00,4976.9099999999999,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:35:00-05:00,4951.2299999999996,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:40:00-05:00,4903.9399999999996,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:45:00-05:00,4873.5900000000001,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:50:00-05:00,4861.0500000000002,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 04:55:00-05:00,4842.3100000000004,4975.4300000000003,6252.3999999999996,5274.8999999999996
2012-10-12 05:00:00-05:00,4819.6499999999996,4905.8400000000001,5953.8000000000002,4962.0
2012-10-12 05:05:00-05:00,4827.75,4905.8400000000001,5953.8000000000002,4962.0
2012-10-12 05:10:00-05:00,4851.6599999999999,4905.8400000000001,5953.8000000000002,4962.0
2012-10-12 05:15:00-05:00,4849.6499999999996,4905.8400000000001,5953.8000000000002,4962.0
2012-10-12 05:20:00-05:00,4875.8999999999996,4905.8400000000001,5953.8000000000002,4962.0
