Datetime,15MIN LOAD,HOURLY LOAD,ISO FORECAST 2012-10-03 12:00,ISO FORECAST 2012-10-04 15:00
2012-10-04 15:00:00-05:00,46967.134100000003,,49577.813999999998,48209.835400000004
2012-10-04 15:15:00-05:00,47331.604200000002,,49577.813999999998,48209.835400000004
2012-10-04 15:30:00-05:00,47740.194000000003,,49577.813999999998,48209.835400000004
2012-10-04 15:45:00-05:00,47959.114600000001,,49577.813999999998,48209.835400000004
2012-10-04 16:00:00-05:00,,,50436.414799999999,49364.7958
2012-10-04 17:00:00-05:00,,,49835.5916,48678.3344
2012-10-04 18:00:00-05:00,,,46801.849800000004,45810.232400000001
2012-10-04 19:00:00-05:00,,,45752.362999999998,44831.2857
2012-10-04 20:00:00-05:00,,,45195.887300000002,44016.090799999998
2012-10-04 21:00:00-05:00,,,42475.549800000001,41467.153400000003
2012-10-04 22:00:00-05:00,,,38815.513800000001,38187.211199999998
2012-10-04 23:00:00-05:00,,,34616.417699999998,34280.624900000003
