Datetime,RTD 2012-10-04 16:20,RTD 2012-10-04 16:15,RTD 2012-10-04 15:20,RT,DA
2012-10-04 16:35:00-05:00,41.100000000000001,42.32,,,53.630000000000003
2012-10-04 16:40:00-05:00,41.119999999999997,42.810000000000002,,,53.630000000000003
2012-10-04 16:45:00-05:00,41.07,42.539999999999999,,,53.630000000000003
2012-10-04 16:50:00-05:00,40.969999999999999,41.770000000000003,,,53.630000000000003
2012-10-04 16:55:00-05:00,40.859999999999999,41.310000000000002,,,53.630000000000003
2012-10-04 17:00:00-05:00,40.759999999999998,35.399999999999999,,,42.200000000000003
2012-10-04 17:05:00-05:00,40.520000000000003,37.899999999999999,,,42.200000000000003
2012-10-04 17:10:00-05:00,40.049999999999997,,,,42.200000000000003
2012-10-04 18:00:00-05:00,,,,,35.75
2012-10-04 19:00:00-05:00,,,,,32.710000000000001
2012-10-04 20:00:00-05:00,,,,,30.07
2012-10-04 21:00:00-05:00,,,,,26.77
2012-10-04 22:00:00-05:00,,,,,26.199999999999999
2012-10-04 23:00:00-05:00,,,,,25.329999999999998
