Datetime,15MIN LOAD,HOURLY LOAD,ISO FORECAST 2012-10-12 12:00,ISO FORECAST 2012-10-13 10:00
2012-10-13 00:00:00-05:00,34060.773399999998,33273.580000000002,31438.436900000001,32804.134299999998
2012-10-13 00:15:00-05:00,33554.048199999997,33273.580000000002,31438.436900000001,32804.134299999998
2012-10-13 00:30:00-05:00,32941.965499999998,33273.580000000002,31438.436900000001,32804.134299999998
2012-10-13 00:45:00-05:00,32434.553400000001,33273.580000000002,31438.436900000001,32804.134299999998
2012-10-13 01:00:00-05:00,31927.598999999998,31420.82,29823.3986,31407.731100000001
2012-10-13 01:15:00-05:00,31600.8665,31420.82,29823.3986,31407.731100000001
2012-10-13 01:30:00-05:00,31171.828099999999,31420.82,29823.3986,31407.731100000001
2012-10-13 01:45:00-05:00,30912.214800000002,31420.82,29823.3986,31407.731100000001
2012-10-13 02:00:00-05:00,30512.3073,30141.310000000001,29013.3298,30378.229800000001
2012-10-13 02:15:00-05:00,30214.275399999999,30141.310000000001,29013.3298,30378.229800000001
2012-10-13 02:30:00-05:00,30033.141899999999,30141.310000000001,29013.3298,30378.229800000001
2012-10-13 02:45:00-05:00,29761.150399999999,30141.310000000001,29013.3298,30378.229800000001
2012-10-13 03:00:00-05:00,29658.640599999999,29378.57,28249.310399999998,29512.600200000001
2012-10-13 03:15:00-05:00,29420.080699999999,29378.57,28249.310399999998,29512.600200000001
2012-10-13 03:30:00-05:00,29310.382799999999,29378.57,28249.310399999998,29512.600200000001
2012-10-13 03:45:00-05:00,29101.427100000001,29378.57,28249.310399999998,29512.600200000001
2012-10-13 04:00:00-05:00,29149.580699999999,28980.009999999998,28068.9208,29079.210599999999
2012-10-13 04:15:00-05:00,28980.6947,28980.009999999998,28068.9208,29079.210599999999
2012-10-13 04:30:00-05:00,28933.4303,28980.009999999998,28068.9208,29079.210599999999
2012-10-13 04:45:00-05:00,28845.590499999998,28980.009999999998,28068.9208,29079.210599999999
2012-10-13 05:00:00-05:00,29121.554,29287.57,28370.419999999998,29286.5592
2012-10-13 05:15:00-05:00,29257.8691,29287.57,28370.419999999998,29286.5592
2012-10-13 05:30:00-05:00,29352.511699999999,29287.57,28370.419999999998,29286.5592
2012-10-13 05:45:00-05:00,29447.6947,29287.57,28370.419999999998,29286.5592
2012-10-13 06:00:00-05:00,29917.078099999999,30288.889999999999,29770.501199999999,30771.568800000001
2012-10-13 06:15:00-05:00,30116.0072,30288.889999999999,29770.501199999999,30771.568800000001
2012-10-13 06:30:00-05:00,30459.374299999999,30288.889999999999,29770.501199999999,30771.568800000001
2012-10-13 06:45:00-05:00,30720.652300000002,30288.889999999999,29770.501199999999,30771.568800000001
2012-10-13 07:00:00-05:00,31258.8164,31371.580000000002,30735.816800000001,31329.206699999999
2012-10-13 07:15:00-05:00,31394.549500000001,31371.580000000002,30735.816800000001,31329.206699999999
2012-10-13 07:30:00-05:00,31419.167300000001,31371.580000000002,30735.816800000001,31329.206699999999
2012-10-13 07:45:00-05:00,31442.041700000002,31371.580000000002,30735.816800000001,31329.206699999999
2012-10-13 08:00:00-05:00,31859.145199999999,32759.310000000001,31798.445500000002,32518.261399999999
2012-10-13 08:15:00-05:00,32516.721399999999,32759.310000000001,31798.445500000002,32518.261399999999
2012-10-13 08:30:00-05:00,33111.886700000003,32759.310000000001,31798.445500000002,32518.261399999999
2012-10-13 08:45:00-05:00,33660.259100000003,32759.310000000001,31798.445500000002,32518.261399999999
2012-10-13 09:00:00-05:00,34383.053399999997,35323.019999999997,33647.571199999998,34677.508999999998
2012-10-13 09:15:00-05:00,35151.643199999999,35323.019999999997,33647.571199999998,34677.508999999998
2012-10-13 09:30:00-05:00,35616.548199999997,35323.019999999997,33647.571199999998,34677.508999999998
2012-10-13 09:45:00-05:00,36249.126300000004,35323.019999999997,33647.571199999998,34677.508999999998
2012-10-13 10:00:00-05:00,36249.126300000004,37627.919999999998,35259.587399999997,37233.202700000002
2012-10-13 11:00:00-05:00,36249.126300000004,39433.279999999999,36905.2601,39432.433700000001
2012-10-13 12:00:00-05:00,,,38306.0533,40974.0458
2012-10-13 13:00:00-05:00,,,39706.868999999999,42556.6976
2012-10-13 14:00:00-05:00,,,41559.477299999999,44037.6872
2012-10-13 15:00:00-05:00,,,42384.300300000003,44579.104899999998
2012-10-13 16:00:00-05:00,,,42548.764300000003,44640.196900000003
2012-10-13 17:00:00-05:00,,,42024.876900000003,44083.321900000003
2012-10-13 18:00:00-05:00,,,39892.375699999997,41840.771999999997
2012-10-13 19:00:00-05:00,,,40393.832999999999,41728.765500000001
2012-10-13 20:00:00-05:00,,,39515.749799999998,40450.9496
2012-10-13 21:00:00-05:00,,,37888.657899999998,38758.117400000003
2012-10-13 22:00:00-05:00,,,36358.662700000001,37501.214099999997
2012-10-13 23:00:00-05:00,,,33982.232400000001,35002.664199999999
