Datetime,RTD 2012-10-13 11:15,RTD 2012-10-13 11:10,RTD 2012-10-13 10:15,RT,DA
2012-10-13 00:00:00-05:00,,,,24.41,24.949999999999999
2012-10-13 00:05:00-05:00,,,,23.539999999999999,24.949999999999999
2012-10-13 00:10:00-05:00,,,,23.850000000000001,24.949999999999999
2012-10-13 00:15:00-05:00,,,,23.879999999999999,24.949999999999999
2012-10-13 00:20:00-05:00,,,,23.050000000000001,24.949999999999999
2012-10-13 00:25:00-05:00,,,,22.670000000000002,24.949999999999999
2012-10-13 00:30:00-05:00,,,,22.960000000000001,24.949999999999999
2012-10-13 00:35:00-05:00,,,,23.27,24.949999999999999
2012-10-13 00:40:00-05:00,,,,22.670000000000002,24.949999999999999
2012-10-13 00:45:00-05:00,,,,22.27,24.949999999999999
2012-10-13 00:50:00-05:00,,,,22.600000000000001,24.949999999999999
2012-10-13 00:55:00-05:00,,,,22.699999999999999,24.949999999999999
2012-10-13 01:00:00-05:00,,,,22.350000000000001,20.34
2012-10-13 01:05:00-05:00,,,,22.309999999999999,20.34
2012-10-13 01:10:00-05:00,,,,22.289999999999999,20.34
2012-10-13 01:15:00-05:00,,,,22.219999999999999,20.34
2012-10-13 01:20:00-05:00,,,,20.43,20.34
2012-10-13 01:25:00-05:00,,,,20.899999999999999,20.34
2012-10-13 01:30:00-05:00,,,,20.649999999999999,20.34
2012-10-13 01:35:00-05:00,,,,20.600000000000001,20.34
2012-10-13 01:40:00-05:00,,,,20.309999999999999,20.34
2012-10-13 01:45:00-05:00,,,,20.350000000000001,20.34
2012-10-13 01:50:00-05:00,,,,19.629999999999999,20.34
2012-10-13 01:55:00-05:00,,,,19.739999999999998,20.34
2012-10-13 02:00:00-05:00,,,,19.199999999999999,18.010000000000002
2012-10-13 02:05:00-05:00,,,,20.649999999999999,18.010000000000002
2012-10-13 02:10:00-05:00,,,,20.57,18.010000000000002
2012-10-13 02:15:00-05:00,,,,20.710000000000001,18.010000000000002
2012-10-13 02:20:00-05:00,,,,20.420000000000002,18.010000000000002
2012-10-13 02:25:00-05:00,,,,20.260000000000002,18.010000000000002
2012-10-13 02:29:00-05:00,,,,21.140000000000001,18.010000000000002
2012-10-13 02:30:00-05:00,,,,20.940000000000001,18.010000000000002
2012-10-13 02:35:00-05:00,,,,21.780000000000001,18.010000000000002
2012-10-13 02:40:00-05:00,,,,21.690000000000001,18.010000000000002
2012-10-13 02:45:00-05:00,,,,21.239999999999998,18.010000000000002
2012-10-13 02:50:00-05:00,,,,20.920000000000002,18.010000000000002
2012-10-13 02:55:00-05:00,,,,20.260000000000002,18.010000000000002
